Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 35 Anganwadi centers,,550191,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair of 13 Anganwadi centers,,683463,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 06 Repair of Anganwadi centers,,500500,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Strengthening/Upgradation of S.S.+2 High School, Keredari.",,32994000,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : ,,34807900,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 08 Repair of Anganwadi centers,,1016250,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Supply of 480 Sahiya kits in Dadi, Keredari and Barakagaon",,322667,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Supply of 480 Sahiya kits in Dadi, Keredari and Barakagaon",,322667,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of boundary wall in the upgraded middle school in Khairatari of Panchayat Kandatri.,,4598900,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Miscellaneous work for construction of Covid-19 ward in Keredari Community Health Center,,19288600,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Various works for upgradation of Utkramit Madhya Vidyalaya, Harli.",,6829200,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous construction work at Community Health Centre, Keredari.",,3921200,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Necessary work for sanitisation certification of delivery room in Community Health Centre, Barkagaon.",,2130600,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Work related to strengthening of Primary Health Center, Badam.",,5405600,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Work related to strengthening of Primary Health Centre, Harli.",,1718700,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction work of boundary wall of the upgraded middle school, Horam, in village Horam of Panchayat Sandh.",,1255100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Various works for the upgradation of the upgraded middle school, Lurunga, in village Lurunga of Panchayat Garsulla.",,5720100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of boundary wall of upgraded middle school, Keredari in village Keredari of Panchayat Keredari under Keredari block.",,1612100,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : ,,823445,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Testing work of 29 SHG groups and distribution of Kadaknath chicken.,,19359,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Testing work of 29 SHG groups and distribution of Kadaknath chicken.,,19359,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Chaman Ganjhu to Gawant Devi in ​​Panchayat Ango village Urez under Block-Barkagaon.,,7286800,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from PWD Road to Mosque in Panchayat Garrikala under Block-Keredari.,,9989800,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Girls Middle School, Keredari.",,9994700,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for the upgrading of Middle School, Peto.",,8811300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Jordag.",,14253300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded Middle School, Garsulla.",,7686200,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of road from Naya Khap of Block Keredari, Panchayat Pachhra to Siswa bridge via Pachhra.",,5926200,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of road from the house of village Pahara Satgharwa Lala Mistry of Block Keredari, Panchayat Hewai to the house of Niranjan Saav.",,2938500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from GDM Chowk Barkagaon to taxi stand via Baniyatoli.,,2613800,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from village Konoda to village Mirzapur,,9990100,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of culvert in Panchayat Barkangango village Chhuthhari Katia Soti river Neemaghat.,,6925560,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC road at the rehabilitation site located in Urub village under Barkagaon block.,,9971100,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of bridge across Bamani Nala between Naya Urub village and Naya Itij under Barkagaon block.,,7370300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of RR masonry drain at the rehabilitation site located in Urub village under Barkagaon block.,,3479900,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of a community building at the rehabilitation site located in Urub village under Barkagaon block.,,2499700,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Panchayat Potanga village Aswa Tola Satmara to Jatra Tad. (1280 m),,8500700,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Ambajit Koni turn of Mahungai to Hahe Basti via Abad Nagar. (1500 meters),,9968000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Baladewari to Chatti Bariatu. (1.325 km),,9998000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 200 Anganwadi centers,,4000000,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 200 Anganwadi centers,,4000000,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Construction of bridge in Kichinaya Dam located in Block Keredari, Panchayat Hewai Village Pahara.",,3023400,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of 0.350 km road from Pandeypura Kala to Deoria Khurd.,,2554800,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of drain from SN Medical to Library building in village Barkagaon.,,1396300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 05 Repair of Anganwadi centers,,512659,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 05 Repair of Anganwadi centers,,512659,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : Napokhurd,,Project Details / Work Done / Welfare Scheme : Construction of pond in Birhugarha located in village Napokhurd.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : Badam,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Durga place to Badmahi river in village Badam.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : Barkagaon main square,,Project Details / Work Done / Welfare Scheme : Installation of solar high mast light in Barkagaon main square of Barkagaon block.,,"3,75,000",,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of sub health center, Garri of Keredari block.",,1047300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Upgradation work of Sub Health Center, Manatu of Keredari block.",,2163600,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : Beltu,,Project Details / Work Done / Welfare Scheme : Deepening of Amra canal in village Beltu.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : Keredari,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of Mahato pond in village Ome.,,"10,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : Beltu,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of village Jamira lower pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : Napokhurd,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Dev Sthal in Tola Barvaniya in village Napokhurd to Pond East Ahra.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : Saandh,,Project Details / Work Done / Welfare Scheme : Deepening and improvement of Bhutahi pond in village Horam Shivadih.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Barideeh,,Project Details / Work Done / Welfare Scheme : Construction of boundary wall of upgraded middle school Kadru in village Kadru.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Sauda Basti,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of Patarwa Dam in Saunda Basti.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Repair work of jaggery production and packaging center in village Badam.,,3230200,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Jai Nagar,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of the pond of village Jayanagar Balram Prajapati.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Bhurkunda,,Project Details / Work Done / Welfare Scheme : Construction of gate near the ghat of river Dhoda Nakari below the village.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Labga,,Project Details / Work Done / Welfare Scheme : Construction of pond in village Jarad Asna Kocha.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of road from Bajo Mahato's farm under Block Barkagaon to Kandtari bridge via Manjhala Bala.,,4946377,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Sauda Basti,,Project Details / Work Done / Welfare Scheme : Gordwall and beautification in Barwa Dam located in village Sauda Basti.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Patel Nagar,,Project Details / Work Done / Welfare Scheme : Construction of Pebhar Block in Bank Mode JN College campus.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Pali,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of village Pali Dina Amba pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Piri,,Project Details / Work Done / Welfare Scheme : Deepening and beautification of village Masmohana pond.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Barkagaon,,Mandal:Patratu,,Panchayat : Patratu,,Project Details / Work Done / Welfare Scheme : Construction of two rooms in Saraswati Shishu Vidya Mandir Patratu.,,"5,00,000",,Recommended Year / Year of Completion : 2023,,Project Status:Completed
